suite	program	engine	med_ms	q1_ms	q3_ms	samples	truncated	steps	entries	rel
paper	gcd	b/s-x	1.0850	1.0520	1.1738	15	false	245	101	==
paper	gcd	gpm/s-x	0.9397	0.9209	0.9639	15	false	139	82	==
paper	gcd	gpm/f-x	0.2826	0.2761	0.2874	15	false	49	37	==
paper	ackermann	b/s-x	4.7410	4.7222	4.8809	15	false	683	186	==
paper	ackermann	gpm/s-x	4.2698	4.1589	4.5288	15	false	390	148	==
paper	ackermann	gpm/f-x	1.8162	1.7742	1.9109	15	false	185	79	==
paper	collatz	b/s-x	1.4949	1.3540	1.5400	15	false	282	140	==
paper	collatz	gpm/s-x	1.3320	1.2659	1.3547	15	false	164	109	==
paper	collatz	gpm/f-x	1.0769	1.0461	1.1877	15	false	124	73	==
paper	mccarthy91	b/s-x	1.1169	1.0559	1.1899	15	false	268	102	==
paper	mccarthy91	gpm/s-x	0.9570	0.9199	1.0452	15	false	151	80	==
paper	mccarthy91	gpm/f-x	0.7209	0.6958	0.7478	15	false	103	47	==
paper	tak	b/s-x	13.7200	13.6008	13.8359	15	false	1519	247	==
paper	tak	gpm/s-x	11.7002	11.6528	11.7361	15	false	869	197	==
paper	tak	gpm/f-x	3.7070	3.5261	3.7778	15	false	328	91	==
paper	lattice	b/s-x	8.0510	7.8579	8.5310	15	false	1047	274	==
paper	lattice	gpm/s-x	7.2190	7.1121	7.3040	15	false	628	217	==
paper	lattice	gpm/f-x	2.6741	2.5520	2.7549	15	false	291	130	==
paper	church	b/s-x	22.8911	22.4988	22.9541	15	false	1807	321	=<
paper	church	gpm/s-x	19.6587	19.5378	19.7371	15	false	1087	261	=<
paper	church	gpm/f-x	1.8142	1.7190	1.8572	15	false	194	118	=<
paper	fermat	b/s-x	340.3730	338.9160	341.4021	15	false	8232	624	=<
paper	fermat	gpm/s-x	280.0979	279.5588	281.0659	15	false	5180	505	=<
paper	fermat	gpm/f-x	4.2151	4.0481	4.3210	15	false	423	238	=<
paper	rsa	b/s-x	237.9167	236.1199	239.1770	15	false	6004	735	==
paper	rsa	gpm/s-x	188.3789	187.1621	189.3169	15	false	3757	596	==
paper	rsa	gpm/f-x	169.6880	169.2749	170.0300	15	false	8982	303	==
paper	mbrotz	b/s-x	584.3647	581.2131	585.4280	15	false	8239	880	==
paper	mbrotz	gpm/s-x	444.3760	442.6702	444.9509	15	false	5068	714	==
paper	mbrotz	gpm/f-x	6.1382	6.0510	6.2109	15	false	544	322	==
paper	fib	b/s-x	1.6489	1.5151	1.7620	15	false	374	132	==
paper	fib	gpm/s-x	1.5200	1.4272	1.5918	15	false	219	105	==
paper	fib	gpm/f-x	1.0959	1.0559	1.1792	15	false	147	63	==
paper	fact	b/s-x	0.5000	0.4561	0.5129	15	false	147	81	==
paper	fact	gpm/s-x	0.4095	0.3984	0.4194	15	false	84	64	==
paper	fact	gpm/f-x	0.2990	0.2930	0.3055	15	false	55	37	==
paper	power2	b/s-x	2.5601	2.5110	2.6169	15	false	450	78	==
paper	power2	gpm/s-x	2.3521	2.2800	2.3992	15	false	327	61	==
paper	power2	gpm/f-x	2.1829	2.1350	2.2529	15	false	303	37	==
